algo,step,energy,elapsed_ms
HEA(d=3),39,0.00000232,12055
HEA(d=3),40,0.00000227,12487
HEA(d=3),41,0.00000222,12807
HEA(d=3),42,0.00000218,13128
HEA(d=3),43,0.00000214,13449
HEA(d=3),44,0.00000211,13881
HEA(d=3),45,0.00000207,14202
HEA(d=3),46,0.00000204,14523
HEA(d=3),47,0.00000201,14844
HEA(d=3),48,0.00000197,15275
HEA(d=3),49,0.00000194,15596
HEA(d=3),50,0.00000191,15917
HEA(d=3),51,0.00000188,16238
HEA(d=3),52,0.00000186,16667
HEA(d=3),53,0.00000183,16988
HEA(d=3),54,0.00000180,17309
HEA(d=3),55,0.00000178,17630
HEA(d=3),56,0.00000175,18059
HEA(d=3),57,0.00000173,18380
HEA(d=3),58,0.00000170,18701
HEA(d=3),59,0.00000168,19022
HEA(d=3),60,0.00000165,19451
HEA(d=3),61,0.00000163,19773
HEA(d=3),62,0.00000161,20094
HEA(d=3),63,0.00000159,20415
HEA(d=3),64,0.00000156,20842
HEA(d=3),65,0.00000154,21163
HEA(d=3),66,0.00000152,21485
HEA(d=3),67,0.00000150,21919
HEA(d=3),68,0.00000148,22240
HEA(d=3),69,0.00000146,22562
HEA(d=3),70,0.00000144,22882
HEA(d=3),71,0.00000143,23309
HEA(d=3),72,0.00000141,23632
HEA(d=3),73,0.00000139,23953
HEA(d=3),74,0.00000137,24268
HEA(d=3),75,0.00000136,24702
HEA(d=3),76,0.00000134,25024
HEA(d=3),77,0.00000132,25346
HEA(d=3),78,0.00000131,25668
HEA(d=3),79,0.00000129,26101
HEA(d=3),80,0.00000128,26422
HEA(d=3),81,0.00000126,26744
HEA(d=3),82,0.00000125,27066
HEA(d=3),83,0.00000123,27498
HEA(d=3),84,0.00000122,27820
HEA(d=3),85,0.00000120,28142
HEA(d=3),86,0.00000119,28464
HEA(d=3),87,0.00000118,28895
HEA(d=3),88,0.00000116,29216
HEA(d=3),89,0.00000115,29538
HEA(d=3),90,0.00000114,29859
HEA(d=3),91,0.00000112,30290
HEA(d=3),92,0.00000111,30617
HEA(d=3),93,0.00000110,30938
HEA(d=3),94,0.00000109,31261
HEA(d=3),95,0.00000108,31691
HEA(d=3),96,0.00000106,32014
HEA(d=3),97,0.00000105,32336
HEA(d=3),98,0.00000104,32659
HEA(d=3),99,0.00000103,33087
HEA(d=3),100,0.00000102,33408
HEA(d=3),101,0.00000101,33731
HEA(d=3),102,0.00000100,34052
HEA(d=3),103,0.00000099,34480
HEA(d=3),104,0.00000098,34803
HEA(d=3),105,0.00000097,35125
HEA(d=3),106,0.00000096,35560
HEA(d=3),107,0.00000095,35883
HEA(d=3),108,0.00000094,36204
HEA(d=3),109,0.00000093,36526
HEA(d=3),110,0.00000092,36961
HEA(d=3),111,0.00000091,37283
HEA(d=3),112,0.00000091,37606
HEA(d=3),113,0.00000090,37928
HEA(d=3),114,0.00000089,38362
HEA(d=3),115,0.00000088,38684
HEA(d=3),116,0.00000087,39007
HEA(d=3),117,0.00000086,39330
HEA(d=3),118,0.00000086,39761
HEA(d=3),119,0.00000085,40076
HEA(d=3),120,0.00000084,40401
HEA(d=3),121,0.00000083,40726
HEA(d=3),122,0.00000083,41158
HEA(d=3),123,0.00000082,41481
HEA(d=3),124,0.00000081,41804
HEA(d=3),125,0.00000080,42128
HEA(d=3),126,0.00000080,42559
HEA(d=3),127,0.00000079,42876
HEA(d=3),128,0.00000078,43202
HEA(d=3),129,0.00000078,43527
HEA(d=3),130,0.00000077,43959
HEA(d=3),131,0.00000076,44278
HEA(d=3),132,0.00000076,44606
HEA(d=3),133,0.00000075,44931
HEA(d=3),134,0.00000074,45358
HEA(d=3),135,0.00000074,45686
HEA(d=3),136,0.00000073,46014
HEA(d=3),137,0.00000073,46336
HEA(d=3),138,0.00000072,46771
HEA(d=3),139,0.00000071,47101
HEA(d=3),140,0.00000071,47432
HEA(d=3),141,0.00000070,47876
HEA(d=3),142,0.00000070,48206
HEA(d=3),143,0.00000069,48532
HEA(d=3),144,0.00000069,48865
HEA(d=3),145,0.00000068,49309
HEA(d=3),146,0.00000067,49643
HEA(d=3),147,0.00000067,49976
HEA(d=3),148,0.00000066,50308
HEA(d=3),149,0.00000066,50746
HEA(d=3),150,0.00000065,51082
HEA(d=3),151,0.00000065,51419
HEA(d=3),152,0.00000064,51748
HEA(d=3),153,0.00000064,52196
HEA(d=3),154,0.00000063,52525
HEA(d=3),155,0.00000063,52865
HEA(d=3),156,0.00000062,53202
HEA(d=3),157,0.00000062,53643
HEA(d=3),158,0.00000062,53977
HEA(d=3),159,0.00000061,54317
HEA(d=3),160,0.00000061,54658
HEA(d=3),161,0.00000060,55108
HEA(d=3),162,0.00000060,55444
HEA(d=3),163,0.00000059,55789
HEA(d=3),164,0.00000059,56133
HEA(d=3),165,0.00000058,56594
HEA(d=3),166,0.00000058,56910
HEA(d=3),167,0.00000058,57226
HEA(d=3),168,0.00000057,57537
HEA(d=3),169,0.00000057,57966
HEA(d=3),170,0.00000056,58278
HEA(d=3),171,0.00000056,58598
HEA(d=3),172,0.00000056,58916
HEA(d=3),173,0.00000055,59337
HEA(d=3),174,0.00000055,59657
HEA(d=3),175,0.00000054,59969
HEA(d=3),176,0.00000054,60289
HEA(d=3),177,0.00000054,60712
HEA(d=3),178,0.00000053,61033
HEA(d=3),179,0.00000053,61347
HEA(d=3),180,0.00000052,61784
HEA(d=3),181,0.00000052,62098
HEA(d=3),182,0.00000052,62411
HEA(d=3),183,0.00000051,62727
HEA(d=3),184,0.00000051,63165
HEA(d=3),185,0.00000051,63480
HEA(d=3),186,0.00000050,63802
HEA(d=3),187,0.00000050,64118
HEA(d=3),188,0.00000050,64554
HEA(d=3),189,0.00000049,64869
HEA(d=3),190,0.00000049,65193
HEA(d=3),191,0.00000049,65510
HEA(d=3),192,0.00000048,65946
HEA(d=3),193,0.00000048,66262
HEA(d=3),194,0.00000048,66586
HEA(d=3),195,0.00000047,66903
HEA(d=3),196,0.00000047,67341
HEA(d=3),197,0.00000047,67664
HEA(d=3),198,0.00000046,67980
HEA(d=3),199,0.00000046,68305
HEA(d=3),200,0.00000046,68734
